Min,Max,Mean,Std,Var,Skew,Kurtosis,RMS,Crest Factor,Shape Factor,Peak Value,Peak to Peak Value,Impulse Factor,Zero Crossing Rate,Fault
-0.45869,0.64487,0.02956,0.14271,0.02037,0.05301,0.69259,0.02956,21.81394,0.2638,0.64487,1.10356,5.75457,0.18408,Outer_Ring
-1.19193,1.7583,0.03012,0.2341,0.0548,0.92295,11.54018,0.03012,58.37973,0.20991,1.7583,2.95023,12.2544,0.16889,Outer_Ring
-1.06041,1.16151,0.03069,0.18303,0.0335,0.05302,5.51321,0.03069,37.84955,0.23222,1.16151,2.22192,8.78925,0.1774,Outer_Ring
-1.86763,1.43648,0.02805,0.26215,0.06872,-0.38919,8.61389,0.02805,66.58379,0.17739,1.86763,3.30411,11.8113,0.20352,Outer_Ring
-1.23632,2.08259,0.0296,0.25009,0.06254,0.75913,12.85237,0.0296,70.34829,0.19018,2.08259,3.31891,13.37894,0.17132,Outer_Ring
-0.44882,0.66008,0.02924,0.1282,0.01643,0.15282,1.83551,0.02924,22.5776,0.29412,0.66008,1.10891,6.64063,0.18591,Outer_Ring
-1.75255,2.10437,0.02934,0.31829,0.10131,0.2518,9.53258,0.02934,71.72602,0.16124,2.10437,3.85692,11.56498,0.17679,Outer_Ring
-0.94984,1.08589,0.03082,0.18413,0.0339,0.18049,5.08931,0.03082,35.22981,0.23186,1.08589,2.03573,8.16852,0.17922,Outer_Ring
-2.03491,1.62513,0.03047,0.30262,0.09158,-0.39075,8.04945,0.03047,66.78642,0.16744,2.03491,3.66004,11.18302,0.2017,Outer_Ring
-1.23303,1.69994,0.03047,0.24387,0.05947,0.48273,6.99654,0.03047,55.79524,0.18427,1.69994,2.93297,10.28143,0.1774,Outer_Ring
-0.72749,0.91368,0.03127,0.15969,0.0255,0.07116,5.43452,0.03127,29.21544,0.28334,0.91368,1.64116,8.27804,0.20049,Outer_Ring
-1.54458,2.1989,0.0308,0.27033,0.07308,0.6548,12.38696,0.0308,71.4039,0.19278,2.1989,3.74348,13.76499,0.17618,Outer_Ring
-1.04232,1.26632,0.03105,0.20607,0.04246,0.02832,5.31315,0.03105,40.77678,0.21443,1.26632,2.30864,8.7437,0.17497,Outer_Ring
-1.56554,1.6239,0.03255,0.26701,0.07129,-0.38522,7.51793,0.03255,49.89486,0.19759,1.6239,3.18944,9.85874,0.19198,Outer_Ring
-1.13274,1.45333,0.033,0.25681,0.06595,-0.18553,4.8455,0.033,44.04513,0.18649,1.45333,2.58608,8.21389,0.17983,Outer_Ring
-0.85778,0.98807,0.0335,0.17875,0.03195,0.09886,4.86878,0.0335,29.49539,0.26844,0.98807,1.84585,7.91774,0.18408,Outer_Ring
-1.96298,2.24083,0.03413,0.32764,0.10735,0.16648,9.69219,0.03413,65.64782,0.17516,2.24083,4.20381,11.49903,0.18834,Outer_Ring
-0.85202,1.10726,0.03578,0.18379,0.03378,-0.1225,3.67378,0.03578,30.94823,0.26112,1.10726,1.95929,8.08121,0.18469,Outer_Ring
-1.64815,1.76077,0.03183,0.26207,0.06868,-0.13489,9.14598,0.03183,55.31037,0.19991,1.76077,3.40892,11.05701,0.18773,Outer_Ring
-0.97122,1.0863,0.03418,0.2176,0.04735,-0.02966,3.11993,0.03418,31.7808,0.21709,1.0863,2.05752,6.8992,0.16039,Outer_Ring
-0.59966,1.01931,0.03446,0.15463,0.02391,0.82475,6.7047,0.03446,29.57557,0.3178,1.01931,1.61897,9.39917,0.17132,Outer_Ring
-1.92476,2.29303,0.03255,0.35613,0.12683,0.27053,8.52731,0.03255,70.43987,0.16042,2.29303,4.21779,11.29965,0.18894,Outer_Ring
-0.6161,0.63296,0.03473,0.15436,0.02383,-0.03866,1.43358,0.03473,18.22656,0.28804,0.63296,1.24906,5.25001,0.1853,Outer_Ring
-1.54704,1.65021,0.03472,0.26338,0.06937,-0.00923,8.64707,0.03472,47.52333,0.21383,1.65021,3.19725,10.1619,0.18469,Outer_Ring
-1.36538,1.35921,0.03399,0.23732,0.05632,-0.04176,4.67254,0.03399,40.16758,0.20193,1.36538,2.72459,8.11119,0.17801,Outer_Ring
-0.88203,0.98889,0.03708,0.15755,0.02482,0.30186,6.2801,0.03708,26.66673,0.33357,0.98889,1.87092,8.89514,0.16646,Outer_Ring
-1.81625,2.59717,0.03528,0.33267,0.11067,0.34137,10.97456,0.03528,73.61247,0.1855,2.59717,4.41343,13.65517,0.17801,Outer_Ring
-0.62967,0.74845,0.03556,0.16229,0.02634,-0.02947,1.49858,0.03556,21.0504,0.28216,0.74845,1.37812,5.93949,0.18894,Outer_Ring
-1.18741,1.71967,0.03472,0.24629,0.06066,0.60354,9.46371,0.03472,49.53189,0.22462,1.71967,2.90707,11.12592,0.16586,Outer_Ring
-1.25481,1.25481,0.03451,0.20841,0.04343,-0.33367,6.38681,0.03451,36.36391,0.23539,1.25481,2.50963,8.55956,0.16889,Outer_Ring
-0.87504,0.90176,0.03283,0.16825,0.02831,0.07986,5.1488,0.03283,27.46651,0.27969,0.90176,1.7768,7.68198,0.17072,Outer_Ring
-1.54951,2.45907,0.03532,0.28625,0.08194,0.77401,12.45406,0.03532,69.63175,0.20788,2.45907,4.00858,14.4748,0.18104,Outer_Ring
-0.48047,0.79654,0.03392,0.13818,0.01909,0.34851,1.73313,0.03392,23.48209,0.31598,0.79654,1.27701,7.41997,0.20231,Outer_Ring
-1.20385,1.92435,0.0335,0.25537,0.06522,0.68561,10.28692,0.0335,57.447,0.21033,1.92435,3.1282,12.08258,0.16039,Outer_Ring
-1.24659,1.31359,0.0351,0.19862,0.03945,-0.04413,6.22005,0.0351,37.4232,0.25115,1.31359,2.56018,9.39901,0.18044,Outer_Ring
-0.89765,1.00944,0.03416,0.17101,0.02925,0.23266,5.74927,0.03416,29.55229,0.28648,1.00944,1.90709,8.46616,0.16525,Outer_Ring
-1.63171,2.46688,0.03315,0.29809,0.08886,0.55775,12.83349,0.03315,74.42252,0.1909,2.46688,4.09859,14.20741,0.16889,Outer_Ring
-0.56637,0.74681,0.03505,0.1353,0.0183,0.24444,2.99832,0.03505,21.30672,0.33822,0.74681,1.31318,7.20632,0.18044,Outer_Ring
-1.34483,2.11917,0.03555,0.26813,0.07189,0.82853,11.60627,0.03555,59.61866,0.21945,2.11917,3.46399,13.08321,0.16464,Outer_Ring
-0.98519,1.07233,0.03294,0.20053,0.04021,0.13127,3.96336,0.03294,32.55119,0.23127,1.07233,2.05752,7.52804,0.1853,Outer_Ring
-0.99464,1.05136,0.03699,0.18315,0.03354,0.09911,6.44518,0.03699,28.42625,0.2925,1.05136,2.04601,8.31469,0.17011,Outer_Ring
-1.36044,2.26713,0.03264,0.2711,0.07349,0.72318,12.17641,0.03264,69.46859,0.19529,2.26713,3.62758,13.56662,0.17375,Outer_Ring
-0.78544,1.05054,0.03491,0.16943,0.02871,0.25564,4.84318,0.03491,30.09597,0.28825,1.05054,1.83598,8.67527,0.18773,Outer_Ring
-1.48457,2.33577,0.03435,0.28152,0.07925,0.69975,12.49313,0.03435,67.99557,0.20524,2.33577,3.82034,13.95513,0.16889,Outer_Ring
-0.85367,1.1648,0.03373,0.19153,0.03668,0.12677,3.65322,0.03373,34.53513,0.24072,1.1648,2.01847,8.31321,0.18165,Outer_Ring
-0.8175,1.39538,0.03043,0.19777,0.03911,0.72709,8.69104,0.03043,45.85466,0.23784,1.39538,2.21288,10.90598,0.18165,Outer_Ring
-1.17508,1.9449,0.03437,0.24799,0.0615,0.36713,9.23804,0.03437,56.59448,0.2141,1.9449,3.11998,12.11687,0.17254,Outer_Ring
-0.9667,1.19686,0.0311,0.19062,0.03634,0.05001,5.39027,0.0311,38.47851,0.2372,1.19686,2.16356,9.12722,0.18712,Outer_Ring
-1.42333,2.33084,0.03342,0.26878,0.07225,0.94225,13.31486,0.03342,69.74608,0.20584,2.33084,3.75417,14.35672,0.17315,Outer_Ring
-0.68721,0.73365,0.031,0.16612,0.02759,0.04962,2.0443,0.031,23.66638,0.24486,0.73365,1.42086,5.79494,0.17497,Outer_Ring
-0.93094,1.6128,0.03246,0.2055,0.04223,0.96413,11.74913,0.03246,49.69114,0.24935,1.6128,2.54374,12.39054,0.1774,Outer_Ring
-1.21782,1.2992,0.03154,0.22031,0.04854,-0.12364,6.21642,0.03154,41.19137,0.21289,1.2992,2.51703,8.76932,0.17983,Outer_Ring
-0.9108,1.07767,0.03112,0.17862,0.03191,0.13599,5.20248,0.03112,34.63039,0.25002,1.07767,1.98847,8.65834,0.1853,Outer_Ring
-1.23015,1.86434,0.02844,0.24117,0.05816,0.68645,11.5627,0.02844,65.555,0.19428,1.86434,3.0945,12.73586,0.16282,Outer_Ring
-0.78256,0.97779,0.03023,0.18113,0.03281,-0.05765,2.71643,0.03023,32.34168,0.22272,0.97779,1.76036,7.20311,0.18104,Outer_Ring
-1.16275,1.3477,0.02951,0.20802,0.04327,0.75811,9.68623,0.02951,45.67579,0.22587,1.3477,2.51045,10.31676,0.17254,Outer_Ring
-1.13768,1.23673,0.03107,0.22472,0.0505,-0.26729,5.09199,0.03107,39.80178,0.20114,1.23673,2.37441,8.00591,0.17193,Outer_Ring
-0.95519,1.46237,0.02921,0.19028,0.03621,0.45449,7.31061,0.02921,50.05828,0.22674,1.46237,2.41756,11.35025,0.18348,Outer_Ring
-1.23303,1.89558,0.03268,0.23092,0.05332,0.87775,13.25634,0.03268,58.00416,0.22475,1.89558,3.12861,13.03666,0.17983,Outer_Ring
-0.48129,0.62432,0.0306,0.15271,0.02332,-0.00757,0.57246,0.0306,20.40307,0.25228,0.62432,1.10562,5.14733,0.20231,Outer_Ring
-1.0415,1.61157,0.03258,0.2237,0.05004,1.21286,12.29476,0.03258,49.45833,0.23926,1.61157,2.65307,11.83361,0.18651,Outer_Ring
-1.10891,1.33085,0.03102,0.22607,0.05111,-0.05065,5.50598,0.03102,42.90295,0.20433,1.33085,2.43976,8.76644,0.17618,Outer_Ring
-0.62186,1.2133,0.03171,0.1735,0.0301,0.8598,6.77041,0.03171,38.25918,0.26462,1.2133,1.83516,10.12395,0.17375,Outer_Ring
-1.46772,1.65226,0.03258,0.23996,0.05758,0.22911,10.59714,0.03258,50.71875,0.21588,1.65226,3.11998,10.94927,0.1695,Outer_Ring
-0.51541,0.8849,0.03326,0.14975,0.02243,0.2575,2.08792,0.03326,26.602,0.2902,0.8849,1.40031,7.71979,0.18955,Outer_Ring
-1.34647,1.46895,0.02971,0.23,0.0529,0.45446,9.78704,0.02971,49.44031,0.2092,1.46895,2.81542,10.34277,0.16039,Outer_Ring
-1.06328,1.13644,0.03152,0.19106,0.0365,0.03965,4.12027,0.03152,36.0516,0.22898,1.13644,2.19973,8.25518,0.18165,Outer_Ring
-0.84627,1.25728,0.0298,0.182,0.03312,0.59192,7.22734,0.0298,42.19204,0.24217,1.25728,2.10355,10.21748,0.1695,Outer_Ring
-1.14138,2.14547,0.02942,0.24423,0.05965,0.84761,12.10128,0.02942,72.9153,0.19152,2.14547,3.28685,13.96473,0.18165,Outer_Ring
-0.56678,0.64529,0.03054,0.15071,0.02271,-0.14298,1.37412,0.03054,21.12879,0.26066,0.64529,1.21207,5.5075,0.17436,Outer_Ring
-1.19892,1.08342,0.0289,0.21253,0.04517,-0.0843,8.90314,0.0289,41.48062,0.21982,1.19892,2.28234,9.11826,0.18226,Outer_Ring
-0.91943,1.10233,0.03016,0.21391,0.04576,-0.04337,3.39031,0.03016,36.55536,0.19764,1.10233,2.02176,7.22469,0.17679,Outer_Ring
-0.84216,1.36003,0.03038,0.19262,0.0371,1.14145,9.0543,0.03038,44.76951,0.23208,1.36003,2.20219,10.39024,0.17315,Outer_Ring
-1.28811,1.20755,0.03207,0.20566,0.0423,-0.22212,8.0462,0.03207,40.16447,0.23298,1.28811,2.49565,9.35746,0.16829,Outer_Ring
-1.21618,1.29591,0.03087,0.22753,0.05177,-0.20349,5.60891,0.03087,41.97913,0.20278,1.29591,2.51209,8.51263,0.18165,Outer_Ring
-1.46114,1.31647,0.0299,0.22438,0.05035,0.11837,9.25074,0.0299,48.86496,0.21572,1.46114,2.77761,10.54115,0.18469,Outer_Ring
-0.97163,0.90957,0.03203,0.19627,0.03852,-0.10728,3.36216,0.03203,30.33274,0.22886,0.97163,1.88119,6.94183,0.1774,Outer_Ring
-1.17795,1.55855,0.03145,0.21826,0.04764,0.94446,10.61195,0.03145,49.56312,0.22929,1.55855,2.73651,11.36444,0.18834,Outer_Ring
-0.89148,1.15658,0.03114,0.18602,0.0346,0.08763,5.68027,0.03114,37.13556,0.23968,1.15658,2.04806,8.90065,0.15796,Outer_Ring
-1.27495,1.21864,0.03313,0.21405,0.04582,-0.18433,6.28014,0.03313,38.48682,0.23464,1.27495,2.4936,9.03049,0.18591,Outer_Ring
-1.35839,1.5565,0.03053,0.21709,0.04713,0.58798,11.93771,0.03053,50.98188,0.22947,1.5565,2.91488,11.69856,0.18226,Outer_Ring
-0.79818,0.86271,0.03314,0.17829,0.03179,-0.1255,2.31011,0.03314,26.03092,0.24866,0.86271,1.66089,6.47295,0.18044,Outer_Ring
-1.14795,1.71843,0.03186,0.22724,0.05164,0.98837,12.08571,0.03186,53.93739,0.22721,1.71843,2.86638,12.25504,0.17679,Outer_Ring
-0.74927,0.93998,0.03186,0.17541,0.03077,0.12868,3.09578,0.03186,29.50621,0.24574,0.93998,1.68925,7.25084,0.17618,Outer_Ring
-0.99588,1.17508,0.03242,0.18644,0.03476,0.08675,5.6225,0.03242,36.2473,0.2547,1.17508,2.17096,9.23217,0.19077,Outer_Ring
-1.46402,2.36454,0.03122,0.27309,0.07458,0.7527,13.67263,0.03122,75.74823,0.19539,2.36454,3.82856,14.80034,0.17861,Outer_Ring
-0.64282,0.66132,0.02856,0.16195,0.02623,0.03091,0.84357,0.02856,23.15553,0.22569,0.66132,1.30414,5.22589,0.1853,Outer_Ring
-1.27989,1.58691,0.03051,0.23167,0.05367,0.40289,10.02321,0.03051,52.0066,0.21435,1.58691,2.8668,11.14749,0.17679,Outer_Ring
-0.71187,0.90792,0.02994,0.17118,0.0293,0.11444,2.17739,0.02994,30.32564,0.2321,0.90792,1.61979,7.03845,0.16221,Outer_Ring
-0.83271,1.25728,0.03198,0.18347,0.03366,0.42567,6.77242,0.03198,39.30919,0.25565,1.25728,2.08999,10.04933,0.17436,Outer_Ring
-1.57622,1.86311,0.02955,0.24243,0.05877,0.28458,12.70712,0.02955,63.04558,0.2038,1.86311,3.43933,12.84897,0.17801,Outer_Ring
-0.60829,0.85161,0.03015,0.17645,0.03114,0.10475,1.48636,0.03015,28.24604,0.22309,0.85161,1.45991,6.30128,0.18287,Outer_Ring
-1.00369,1.68555,0.03024,0.22044,0.04859,1.29777,13.45205,0.03024,55.74707,0.2268,1.68555,2.68924,12.64316,0.17922,Outer_Ring
-0.5524,0.97697,0.02985,0.1641,0.02693,0.28582,2.46407,0.02985,32.73464,0.24121,0.97697,1.52937,7.89581,0.15371,Outer_Ring
-0.99464,1.41387,0.03066,0.19079,0.0364,0.54893,8.48458,0.03066,46.1147,0.24193,1.41387,2.40852,11.15655,0.17558,Outer_Ring
-1.37647,1.72172,0.02973,0.23749,0.0564,0.20197,10.29981,0.02973,57.90644,0.20031,1.72172,3.09819,11.59898,0.17254,Outer_Ring
-0.95313,1.15247,0.03023,0.19837,0.03935,0.32356,4.6416,0.03023,38.12602,0.21437,1.15247,2.1056,8.17325,0.18408,Outer_Ring
-1.2618,1.50347,0.02825,0.22382,0.05009,0.44096,10.03104,0.02825,53.22256,0.2052,1.50347,2.76528,10.92119,0.16889,Outer_Ring
-0.81914,0.96135,0.03084,0.18198,0.03312,0.13497,2.74018,0.03084,31.17328,0.22734,0.96135,1.7805,7.087,0.15857,Outer_Ring
-1.1722,1.46566,0.0315,0.20699,0.04284,0.40717,8.64857,0.0315,46.53382,0.2322,1.46566,2.63786,10.80521,0.17436,Outer_Ring
-1.37729,1.53964,0.03066,0.24318,0.05914,-0.09326,8.25582,0.03066,50.22168,0.20004,1.53964,2.91694,10.0462,0.17558,Outer_Ring
-1.12699,1.13891,0.03201,0.21769,0.04739,-0.19734,4.76502,0.03201,35.57635,0.21361,1.13891,2.2659,7.59936,0.19016,Outer_Ring
-1.18248,1.89681,0.0318,0.23463,0.05505,0.83045,13.30245,0.0318,59.65173,0.22602,1.89681,3.07929,13.48232,0.17618,Outer_Ring
-0.89847,0.75133,0.02892,0.16589,0.02752,-0.11984,2.62996,0.02892,31.06492,0.23305,0.89847,1.64979,7.23982,0.16707,Outer_Ring
-1.23015,1.51293,0.02954,0.21987,0.04834,0.66178,9.48818,0.02954,51.21965,0.21053,1.51293,2.74308,10.78302,0.17132,Outer_Ring
-1.29139,1.42374,0.03055,0.23435,0.05492,-0.38418,7.92711,0.03055,46.60039,0.20251,1.42374,2.71513,9.43697,0.16768,Outer_Ring
-1.34606,1.31441,0.02765,0.23678,0.05607,-0.21232,5.1522,0.02765,48.68547,0.17341,1.34606,2.66047,8.44239,0.18469,Outer_Ring
-1.44141,1.74885,0.02793,0.23407,0.05479,0.56268,12.94932,0.02793,62.60653,0.2015,1.74885,3.19026,12.61513,0.19684,Outer_Ring
-0.74804,0.66789,0.03024,0.15562,0.02422,-0.10062,1.62962,0.03024,24.7341,0.25303,0.74804,1.41593,6.25836,0.17254,Outer_Ring
-1.55855,1.78707,0.03046,0.2552,0.06513,0.18072,9.61117,0.03046,58.66284,0.19448,1.78707,3.34562,11.40904,0.17254,Outer_Ring
-1.07685,1.29304,0.03144,0.20527,0.04214,0.09148,5.66861,0.03144,41.12255,0.22268,1.29304,2.36988,9.15735,0.17132,Outer_Ring
-1.29961,1.3625,0.03211,0.22667,0.05138,-0.2021,6.21613,0.03211,42.43324,0.21414,1.3625,2.66211,9.08652,0.1853,Outer_Ring
-1.45621,1.61938,0.03129,0.22892,0.0524,0.17023,10.67852,0.03129,51.74903,0.22372,1.61938,3.07559,11.57721,0.18469,Outer_Ring
-0.72625,0.82695,0.02915,0.19705,0.03883,-0.01003,1.63377,0.02915,28.36716,0.19778,0.82695,1.55321,5.61059,0.18287,Outer_Ring
-1.25358,1.74022,0.03226,0.23839,0.05683,0.66609,10.08852,0.03226,53.94006,0.21657,1.74022,2.9938,11.68182,0.18226,Outer_Ring
-1.04849,1.01478,0.02769,0.17371,0.03017,0.10249,5.84104,0.02769,37.87133,0.22506,1.04849,2.06327,8.52322,0.16221,Outer_Ring
-0.93423,1.34154,0.03191,0.20092,0.04037,0.31425,5.89369,0.03191,42.03967,0.23112,1.34154,2.27576,9.71641,0.18408,Outer_Ring
-1.38675,1.41963,0.03159,0.23674,0.05604,-0.19658,8.84272,0.03159,44.93479,0.21261,1.41963,2.80638,9.55351,0.1774,Outer_Ring
-0.67365,0.54418,0.02891,0.15209,0.02313,-0.34354,1.32571,0.02891,23.29882,0.24397,0.67365,1.21782,5.68417,0.18348,Outer_Ring
-1.4669,2.02217,0.02864,0.26928,0.07251,0.45467,11.46113,0.02864,70.60928,0.18662,2.02217,3.48906,13.17683,0.19077,Outer_Ring
-1.0715,1.19727,0.03378,0.19112,0.03653,0.09748,5.73965,0.03378,35.44587,0.24557,1.19727,2.26878,8.70457,0.18226,Outer_Ring
-1.57376,1.48169,0.0296,0.26487,0.07016,-0.25264,6.20322,0.0296,53.17069,0.17476,1.57376,3.05545,9.29213,0.18469,Outer_Ring
-1.43771,1.62637,0.03435,0.24258,0.05884,0.07974,9.59282,0.03435,47.34582,0.22342,1.62637,3.06408,10.5782,0.18165,Outer_Ring
-0.86394,1.0115,0.03212,0.20445,0.0418,-0.05259,2.74267,0.03212,31.49241,0.21249,1.0115,1.87544,6.6917,0.18226,Outer_Ring
-1.45744,2.11054,0.03339,0.25929,0.06723,0.82397,13.41655,0.03339,63.2026,0.21822,2.11054,3.56798,13.79205,0.19988,Outer_Ring
-1.16069,1.05917,0.03309,0.18492,0.0342,-0.09265,6.46063,0.03309,35.07519,0.25447,1.16069,2.21987,8.92559,0.17193,Outer_Ring
-1.57951,1.59102,0.03361,0.2626,0.06896,-0.21385,6.51108,0.03361,47.33357,0.19769,1.59102,3.17053,9.35733,0.18044,Outer_Ring
-1.14179,1.33085,0.03086,0.22719,0.05162,-0.1141,7.27823,0.03086,43.12582,0.20799,1.33085,2.47264,8.96992,0.18591,Outer_Ring
-0.8586,0.78955,0.03407,0.15982,0.02554,-0.09249,3.01221,0.03407,25.19819,0.2879,0.8586,1.64815,7.25448,0.17315,Outer_Ring
-1.52115,2.12492,0.03263,0.26992,0.07286,0.49997,11.79868,0.03263,65.11803,0.21642,2.12492,3.64607,14.093,0.19259,Outer_Ring
-0.85983,0.97656,0.03183,0.17281,0.02986,0.06439,2.47179,0.03183,30.67827,0.24499,0.97656,1.83639,7.51585,0.18469,Outer_Ring
-1.69048,1.59595,0.03306,0.27118,0.07354,-0.21509,7.42994,0.03306,51.12635,0.19644,1.69048,3.28644,10.04327,0.17618,Outer_Ring
-0.48148,0.4819,0.00893,0.18079,0.03268,-0.05607,-0.38175,0.00893,53.94807,0.06119,0.4819,0.96339,3.30115,0.11118,Ball
-0.40367,0.48983,0.01301,0.15427,0.0238,-0.00343,-0.44153,0.01301,37.65181,0.1031,0.48983,0.8935,3.88174,0.11118,Ball
-0.61375,0.61583,0.00907,0.21107,0.04455,-0.05026,0.05709,0.00907,67.87344,0.05455,0.61583,1.22958,3.70264,0.11057,Ball
-0.83968,0.97715,0.01114,0.22617,0.05115,0.12468,0.81107,0.01114,87.67885,0.06388,0.97715,1.81683,5.60121,0.11361,Ball
-0.62063,0.54449,0.0125,0.18031,0.03251,-0.02607,-0.14591,0.0125,49.63158,0.08583,0.62063,1.16512,4.25971,0.11847,Ball
-1.40252,1.51705,0.00984,0.29157,0.08501,0.05149,4.92836,0.00984,154.17933,0.04931,1.51705,2.91957,7.60284,0.10693,Ball
-0.74684,0.84906,0.01265,0.26952,0.07264,0.01811,-0.14282,0.01265,67.13923,0.05838,0.84906,1.59591,3.91949,0.113,Ball
-2.01752,1.91363,0.01312,0.47467,0.22531,0.01038,2.32647,0.01312,153.82836,0.03883,2.01752,3.93115,5.97279,0.11361,Ball
-1.58986,1.6683,0.01348,0.39154,0.1533,0.05294,2.01651,0.01348,123.72462,0.04655,1.6683,3.25816,5.75923,0.11482,Ball
-2.03922,2.09471,0.0134,0.51422,0.26442,-0.01459,3.66669,0.0134,156.28089,0.0395,2.09471,4.13392,6.17258,0.11118,Ball
-1.93094,1.97955,0.01134,0.39158,0.15334,0.05572,8.27939,0.01134,174.52838,0.04851,1.97955,3.9105,8.46606,0.10996,Ball
-0.61813,0.61542,0.0104,0.14191,0.02014,0.06691,1.21663,0.0104,59.44273,0.09454,0.61813,1.23354,5.61986,0.11179,Ball
-0.50193,0.44706,0.0082,0.16869,0.02846,-0.07727,-0.41267,0.0082,61.2316,0.05941,0.50193,0.94899,3.6379,0.11543,Ball
-0.87681,0.93355,0.0128,0.21307,0.0454,-0.00856,2.16606,0.0128,72.93715,0.08031,0.93355,1.81036,5.85788,0.113,Ball
-0.51257,0.72932,0.00958,0.1739,0.03024,0.01519,0.29458,0.00958,76.09749,0.07067,0.72932,1.24189,5.37745,0.10936,Ball
-0.81131,0.72014,0.00979,0.21227,0.04506,-0.11519,0.55758,0.00979,82.88503,0.05842,0.81131,1.53145,4.84243,0.11179,Ball
-0.60248,0.69239,0.01062,0.16798,0.02822,-0.01478,1.09456,0.01062,65.22528,0.08228,0.69239,1.29488,5.36696,0.11179,Ball
-0.65276,0.66694,0.00877,0.19679,0.03873,-0.05026,0.11514,0.00877,76.04315,0.056,0.66694,1.3197,4.25829,0.10996,Ball
-0.57035,0.56222,0.0105,0.17809,0.03172,-0.07882,0.08271,0.0105,54.30914,0.07422,0.57035,1.13257,4.03058,0.11361,Ball
-0.57265,0.55554,0.0109,0.17811,0.03172,-0.04395,0.21244,0.0109,52.52703,0.07808,0.57265,1.12819,4.10146,0.1051,Ball
-0.48002,0.52404,0.01079,0.16855,0.02841,0.13742,-0.12125,0.01079,48.57442,0.08011,0.52404,1.00407,3.89124,0.11179,Ball
-0.40909,0.41118,0.01231,0.16137,0.02604,-0.09356,-0.52396,0.01231,33.40128,0.09228,0.41118,0.82028,3.0822,0.11057,Ball
-0.39387,0.50777,0.01079,0.16884,0.02851,-0.02841,-0.42578,0.01079,47.05564,0.07818,0.50777,0.90164,3.67896,0.11057,Ball
-0.48482,0.45103,0.01287,0.17012,0.02894,0.00722,-0.35249,0.01287,37.67696,0.09311,0.48482,0.93585,3.50818,0.10632,Ball
-0.46918,0.56076,0.01161,0.15309,0.02344,0.01005,0.16173,0.01161,48.29076,0.09588,0.56076,1.02993,4.62999,0.10875,Ball
-0.50568,0.49734,0.01185,0.17963,0.03227,-0.021,-0.11171,0.01185,42.68464,0.08246,0.50568,1.00302,3.51986,0.11179,Ball
-0.60206,0.62042,0.01537,0.15503,0.02403,-0.21774,1.72269,0.01537,40.37648,0.13028,0.62042,1.22249,5.26011,0.10875,Ball
-0.58976,0.57599,0.01224,0.1836,0.03371,-0.03983,-0.04501,0.01224,48.18118,0.08309,0.58976,1.16574,4.0033,0.113,Ball
-0.88641,0.76124,0.01407,0.22587,0.05102,0.00737,0.32552,0.01407,62.98897,0.07834,0.88641,1.64764,4.93434,0.11057,Ball
-0.63148,0.63732,0.01191,0.22573,0.05096,-0.04044,-0.24023,0.01191,53.51379,0.06522,0.63732,1.2688,3.49032,0.10936,Ball
-2.84259,2.9615,0.01372,0.591,0.34928,0.10501,7.60086,0.01372,215.84193,0.03946,2.9615,5.8041,8.51651,0.11179,Ball
-1.50307,1.60008,0.01343,0.33142,0.10984,-0.05927,4.08696,0.01343,119.14704,0.05787,1.60008,3.10315,6.89451,0.11239,Ball
-2.92771,3.20287,0.00972,0.58519,0.34244,0.12254,6.15643,0.00972,329.43174,0.02499,3.20287,6.13058,8.23305,0.11057,Ball
-3.41795,3.41775,0.01234,0.86183,0.74276,0.04867,3.40176,0.01234,277.06725,0.02106,3.41795,6.8357,5.83511,0.11239,Ball
-2.37655,2.31334,0.01305,0.58356,0.34054,-0.0055,2.68257,0.01305,182.09146,0.03148,2.37655,4.68988,5.73174,0.11604,Ball
-1.64702,1.63909,0.01285,0.46014,0.21173,0.01276,1.58118,0.01285,128.21313,0.03783,1.64702,3.28611,4.85081,0.11057,Ball
-1.16011,1.18222,0.01394,0.31777,0.10097,-0.00429,1.43998,0.01394,84.77966,0.05855,1.18222,2.34233,4.96394,0.11482,Ball
-0.99426,0.91728,0.00956,0.23971,0.05746,-0.17366,2.07841,0.00956,104.00705,0.05395,0.99426,1.91154,5.61144,0.11057,Ball
-0.52467,0.54115,0.01303,0.16486,0.02718,0.00379,0.19588,0.01303,41.53872,0.10031,0.54115,1.06582,4.1668,0.10996,Ball
-0.5278,0.53406,0.0114,0.15461,0.02391,-0.06521,0.16181,0.0114,46.82944,0.09182,0.53406,1.06185,4.30001,0.11118,Ball
-0.54762,0.53364,0.01201,0.20377,0.04152,-0.01639,-0.58222,0.01201,45.60688,0.07166,0.54762,1.08125,3.26798,0.10814,Ball
-0.48691,0.5981,0.01176,0.16205,0.02626,-0.0948,0.16077,0.01176,50.85053,0.09114,0.5981,1.08501,4.63455,0.10936,Ball
-0.61249,0.64692,0.01284,0.19474,0.03792,-0.03909,-0.05404,0.01284,50.37648,0.08179,0.64692,1.25941,4.12031,0.11057,Ball
-0.57077,0.60582,0.01428,0.17978,0.03232,0.03379,0.28215,0.01428,42.41071,0.10179,0.60582,1.17659,4.31697,0.11422,Ball
-0.56556,0.61521,0.01267,0.20437,0.04177,0.00904,-0.31803,0.01267,48.56579,0.07676,0.61521,1.18076,3.72806,0.11239,Ball
